Source;Target;Type;Id;label;Weight
69;207;Directed;1330;12;291
207;63;Directed;1331;12;291
63;40;Directed;1332;12;291
40;70;Directed;1333;12;291
70;161;Directed;1334;12;291
161;266;Directed;1335;12;291
266;222;Directed;1336;12;291
222;93;Directed;1337;12;291
93;222;Directed;1338;12;291
222;12;Directed;1339;12;291
12;72;Directed;1340;12;291
72;68;Directed;1341;12;291
68;40;Directed;1342;12;291
40;63;Directed;1343;12;291
63;69;Directed;1344;12;291
69;50;Directed;1345;12;291
50;192;Directed;1346;12;291
192;142;Directed;1347;12;291
142;157;Directed;1348;12;291
157;67;Directed;1349;12;291
67;61;Directed;1350;12;291
61;114;Directed;1351;12;291
114;248;Directed;1352;12;291
248;300;Directed;1353;12;291
249;107;Directed;1354;13;190
107;169;Directed;1355;13;190
169;117;Directed;1356;13;190
117;29;Directed;1357;13;190
29;196;Directed;1358;13;190
196;71;Directed;1359;13;190
71;70;Directed;1360;13;190
70;161;Directed;1361;13;190
161;266;Directed;1362;13;190
266;222;Directed;1363;13;190
222;93;Directed;1364;13;190
93;270;Directed;1365;13;190
270;285;Directed;1366;13;190
285;78;Directed;1367;13;190
78;20;Directed;1368;13;190
20;221;Directed;1369;13;190
221;20;Directed;1370;13;105
20;78;Directed;1371;13;105
78;285;Directed;1372;13;105
285;270;Directed;1373;13;105
270;93;Directed;1374;13;105
93;222;Directed;1375;13;105
222;266;Directed;1376;13;105
266;161;Directed;1377;13;105
161;71;Directed;1378;13;105
71;196;Directed;1379;13;105
196;29;Directed;1380;13;105
29;117;Directed;1381;13;105
117;169;Directed;1382;13;105
169;107;Directed;1383;13;105
107;248;Directed;1384;13;105
65;17;Directed;1385;15;128
17;37;Directed;1386;15;128
37;5;Directed;1387;15;128
5;150;Directed;1388;15;128
150;89;Directed;1389;15;128
89;284;Directed;1390;15;128
284;192;Directed;1391;15;128
192;169;Directed;1392;15;128
169;141;Directed;1393;15;128
141;231;Directed;1394;15;128
231;135;Directed;1395;15;128
135;259;Directed;1396;15;128
259;291;Directed;1397;15;128
291;290;Directed;1398;15;128
290;305;Directed;1399;15;128
305;236;Directed;1400;15;128
236;39;Directed;1401;15;128
39;42;Directed;1402;15;128
42;304;Directed;1403;15;128
304;228;Directed;1404;15;128
228;188;Directed;1405;15;128
188;235;Directed;1406;15;128
235;52;Directed;1407;15;128
52;263;Directed;1408;15;128
263;230;Directed;1409;15;135
230;138;Directed;1410;15;135
138;7;Directed;1411;15;135
7;220;Directed;1412;15;135
220;304;Directed;1413;15;135
304;42;Directed;1414;15;135
42;39;Directed;1415;15;135
39;236;Directed;1416;15;135
236;305;Directed;1417;15;135
305;290;Directed;1418;15;135
290;291;Directed;1419;15;135
291;135;Directed;1420;15;135
135;231;Directed;1421;15;135
231;169;Directed;1422;15;135
169;192;Directed;1423;15;135
192;6;Directed;1424;15;135
6;284;Directed;1425;15;135
284;89;Directed;1426;15;135
89;150;Directed;1427;15;135
150;5;Directed;1428;15;135
5;37;Directed;1429;15;135
37;17;Directed;1430;15;135
17;65;Directed;1431;15;135
65;17;Directed;1432;15Y;213
17;37;Directed;1433;15Y;213
37;5;Directed;1434;15Y;213
5;150;Directed;1435;15Y;213
150;89;Directed;1436;15Y;213
89;284;Directed;1437;15Y;213
284;192;Directed;1438;15Y;213
192;169;Directed;1439;15Y;213
169;141;Directed;1440;15Y;213
141;231;Directed;1441;15Y;213
231;135;Directed;1442;15Y;213
135;259;Directed;1443;15Y;213
259;291;Directed;1444;15Y;213
291;290;Directed;1445;15Y;213
290;305;Directed;1446;15Y;213
305;236;Directed;1447;15Y;213
236;39;Directed;1448;15Y;213
39;42;Directed;1449;15Y;213
42;64;Directed;1450;15Y;213
64;175;Directed;1451;15Y;213
175;176;Directed;1452;15Y;213
176;124;Directed;1453;15Y;213
124;86;Directed;1454;15Y;213
86;24;Directed;1455;15Y;213
24;86;Directed;1456;15Y;225
86;124;Directed;1457;15Y;225
124;176;Directed;1458;15Y;225
176;175;Directed;1459;15Y;225
175;64;Directed;1460;15Y;225
64;42;Directed;1461;15Y;225
42;39;Directed;1462;15Y;225
39;236;Directed;1463;15Y;225
236;305;Directed;1464;15Y;225
305;290;Directed;1465;15Y;225
290;291;Directed;1466;15Y;225
291;135;Directed;1467;15Y;225
135;231;Directed;1468;15Y;225
231;169;Directed;1469;15Y;225
169;192;Directed;1470;15Y;225
192;6;Directed;1471;15Y;225
6;284;Directed;1472;15Y;225
284;89;Directed;1473;15Y;225
89;150;Directed;1474;15Y;225
150;5;Directed;1475;15Y;225
5;37;Directed;1476;15Y;225
37;17;Directed;1477;15Y;225
17;65;Directed;1478;15Y;225
197;291;Directed;1479;16;60
291;98;Directed;1480;16;60
98;30;Directed;1481;16;60
30;16;Directed;1482;16;60
16;177;Directed;1483;16;60
177;88;Directed;1484;16;60
88;18;Directed;1485;16;60
18;266;Directed;1486;16;60
266;222;Directed;1487;16;60
222;93;Directed;1488;16;60
93;222;Directed;1489;16;90
222;266;Directed;1490;16;90
266;95;Directed;1491;16;90
95;255;Directed;1492;16;90
255;88;Directed;1493;16;90
88;177;Directed;1494;16;90
177;16;Directed;1495;16;90
16;30;Directed;1496;16;90
30;98;Directed;1497;16;90
98;291;Directed;1498;16;90
291;197;Directed;1499;16;90
249;157;Directed;1500;17;90
157;67;Directed;1501;17;90
67;61;Directed;1502;17;90
61;80;Directed;1503;17;90
80;271;Directed;1504;17;90
271;229;Directed;1505;17;90
229;106;Directed;1506;17;90
106;103;Directed;1507;17;90
103;195;Directed;1508;17;90
195;186;Directed;1509;17;90
186;185;Directed;1510;17;90
185;140;Directed;1511;17;90
140;2;Directed;1512;17;90
2;112;Directed;1513;17;90
112;132;Directed;1514;17;90
132;214;Directed;1515;17;90
214;132;Directed;1516;17;90
132;112;Directed;1517;17;90
112;2;Directed;1518;17;90
2;140;Directed;1519;17;90
140;185;Directed;1520;17;90
185;186;Directed;1521;17;90
186;195;Directed;1522;17;90
195;103;Directed;1523;17;90
103;106;Directed;1524;17;90
106;229;Directed;1525;17;90
229;80;Directed;1526;17;90
80;61;Directed;1527;17;90
61;67;Directed;1528;17;90
67;157;Directed;1529;17;90
157;249;Directed;1530;17;90
249;157;Directed;1531;17A;30
157;67;Directed;1532;17A;30
67;61;Directed;1533;17A;30
61;80;Directed;1534;17A;30
80;271;Directed;1535;17A;30
271;229;Directed;1536;17A;30
229;106;Directed;1537;17A;30
106;103;Directed;1538;17A;30
103;195;Directed;1539;17A;30
195;103;Directed;1540;17A;60
103;106;Directed;1541;17A;60
106;229;Directed;1542;17A;60
229;80;Directed;1543;17A;60
80;61;Directed;1544;17A;60
61;67;Directed;1545;17A;60
67;157;Directed;1546;17A;60
157;249;Directed;1547;17A;60
197;57;Directed;1548;18;60
57;302;Directed;1549;18;60
302;216;Directed;1550;18;60
216;133;Directed;1551;18;60
133;166;Directed;1552;18;60
166;228;Directed;1553;18;60
228;188;Directed;1554;18;60
188;235;Directed;1555;18;60
235;52;Directed;1556;18;60
52;263;Directed;1557;18;60
263;230;Directed;1558;18;60
230;138;Directed;1559;18;60
138;7;Directed;1560;18;60
7;220;Directed;1561;18;60
220;166;Directed;1562;18;60
166;133;Directed;1563;18;60
133;216;Directed;1564;18;60
216;302;Directed;1565;18;60
302;57;Directed;1566;18;60
57;197;Directed;1567;18;60
197;57;Directed;1568;18Y;111
57;14;Directed;1569;18Y;111
14;182;Directed;1570;18Y;111
182;179;Directed;1571;18Y;111
179;160;Directed;1572;18Y;111
160;220;Directed;1573;18Y;111
220;7;Directed;1574;18Y;111
7;138;Directed;1575;18Y;111
138;230;Directed;1576;18Y;111
230;263;Directed;1577;18Y;111
263;52;Directed;1578;18Y;140
52;235;Directed;1579;18Y;140
235;188;Directed;1580;18Y;140
188;228;Directed;1581;18Y;140
228;160;Directed;1582;18Y;140
160;179;Directed;1583;18Y;140
179;182;Directed;1584;18Y;140
182;14;Directed;1585;18Y;140
14;181;Directed;1586;18Y;140
181;57;Directed;1587;18Y;140
57;197;Directed;1588;18Y;140
128;114;Directed;1589;19;293
114;248;Directed;1590;19;293
248;300;Directed;1591;19;293
300;279;Directed;1592;19;293
279;180;Directed;1593;19;293
180;265;Directed;1594;19;293
265;191;Directed;1595;19;293
191;111;Directed;1596;19;293
111;58;Directed;1597;19;293
58;294;Directed;1598;19;293
294;135;Directed;1599;19;293
135;30;Directed;1600;19;293
30;218;Directed;1601;19;293
218;148;Directed;1602;19;293
148;153;Directed;1603;19;293
153;26;Directed;1604;19;293
26;127;Directed;1605;19;293
127;189;Directed;1606;19;293
189;46;Directed;1607;19;293
46;257;Directed;1608;19;293
257;183;Directed;1609;19;293
183;244;Directed;1610;19;293
244;183;Directed;1611;19;260
183;131;Directed;1612;19;260
131;281;Directed;1613;19;260
281;62;Directed;1614;19;260
62;257;Directed;1615;19;260
257;46;Directed;1616;19;260
46;189;Directed;1617;19;260
189;127;Directed;1618;19;260
127;26;Directed;1619;19;260
26;153;Directed;1620;19;260
153;148;Directed;1621;19;260
148;218;Directed;1622;19;260
218;30;Directed;1623;19;260
30;98;Directed;1624;19;260
98;294;Directed;1625;19;260
294;258;Directed;1626;19;260
258;191;Directed;1627;19;260
191;265;Directed;1628;19;260
265;180;Directed;1629;19;260
180;279;Directed;1630;19;260
279;300;Directed;1631;19;260
300;248;Directed;1632;19;260
248;114;Directed;1633;19;260
114;128;Directed;1634;19;260
197;291;Directed;1635;21;60
291;98;Directed;1636;21;60
98;30;Directed;1637;21;60
30;209;Directed;1638;21;60
209;29;Directed;1639;21;60
29;207;Directed;1640;21;60
207;89;Directed;1641;21;60
89;116;Directed;1642;21;60
116;301;Directed;1643;21;60
301;35;Directed;1644;21;60
35;211;Directed;1645;21;60
211;212;Directed;1646;21;60
212;213;Directed;1647;21;60
213;110;Directed;1648;21;60
110;35;Directed;1649;21;60
35;301;Directed;1650;21;60
301;116;Directed;1651;21;60
116;89;Directed;1652;21;60
89;207;Directed;1653;21;60
207;29;Directed;1654;21;60
29;209;Directed;1655;21;60
209;30;Directed;1656;21;60
30;98;Directed;1657;21;60
98;291;Directed;1658;21;60
291;197;Directed;1659;21;60
300;279;Directed;1660;22;238
279;125;Directed;1661;22;238
125;282;Directed;1662;22;238
282;79;Directed;1663;22;238
79;157;Directed;1664;22;238
157;142;Directed;1665;22;238
142;6;Directed;1666;22;238
6;284;Directed;1667;22;238
284;89;Directed;1668;22;238
89;150;Directed;1669;22;238
150;5;Directed;1670;22;238
5;54;Directed;1671;22;238
54;72;Directed;1672;22;238
72;68;Directed;1673;22;238
68;70;Directed;1674;22;238
70;161;Directed;1675;22;238
161;172;Directed;1676;22;238
172;139;Directed;1677;22;238
139;145;Directed;1678;22;238
145;88;Directed;1679;22;238
88;177;Directed;1680;22;238
